no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,debt_to_income,total_assets,assets_to_loan
3,1,1,5600000,12700000,12,395,8200000,9300000,22000000,6400000,0,2.2678567378827252,45900000,3.61417294376591
4,0,0,4100000,13100000,14,772,11200000,4200000,10500000,3800000,1,3.1951211719216652,29700000,2.2671753994522597
2,0,1,7900000,16100000,18,318,17300000,2900000,29900000,9300000,0,2.0379744255728576,59400000,3.6894407646310086
3,0,1,5600000,20900000,14,649,4000000,10700000,13000000,8200000,1,3.7321421906888945,35900000,1.7177032670955374
3,0,0,1200000,3100000,10,438,1500000,2200000,3900000,1000000,0,2.5833311805573493,8600000,2.774192653486241
5,1,0,6900000,19700000,6,588,9800000,7500000,17100000,7300000,1,2.855072049989558,41700000,2.1167511615862353
5,0,0,2700000,5600000,2,815,1100000,2000000,7100000,2600000,1,2.0740733058987755,12800000,2.2857138775510935
4,1,1,9800000,22100000,4,364,16800000,11100000,26500000,7300000,0,2.2551018107038967,61700000,2.7918550772916255
2,0,0,9300000,32300000,4,586,14300000,6400000,37000000,10400000,1,3.473117906116354,68100000,2.1083590678526605
4,0,0,6700000,25300000,12,555,16900000,3600000,23500000,4900000,1,3.776118839385248,48900000,1.9328062477151682
4,1,0,1300000,4600000,10,312,1800000,600000,3100000,800000,0,3.538458816570141,6300000,1.3695649196598
2,1,1,7900000,17100000,16,605,19200000,14100000,21900000,10400000,1,2.164556688030799,65600000,3.836257085599001
5,0,0,6700000,23200000,18,672,1600000,6700000,20800000,5400000,1,3.462686050345366,34500000,1.4870689014194438
2,0,1,2100000,4500000,18,591,2500000,500000,5500000,1500000,1,2.1428561224494653,10000000,2.2222217283951715
4,1,1,4700000,11000000,4,321,10100000,100000,9600000,6900000,0,2.3404250339521204,26700000,2.4272725066115903
2,1,0,3700000,13400000,16,393,6400000,600000,14200000,3500000,0,3.6216206428052318,24700000,1.8432834445310862
0,1,1,5800000,21800000,2,561,4400000,7200000,15000000,4200000,1,3.758620041617234,30800000,1.4128439718878911
5,1,1,2400000,6900000,20,725,1700000,400000,8800000,2400000,1,2.8749988020838324,13300000,1.9275359525310214
1,0,1,8100000,27600000,16,438,1000000,10500000,32200000,8000000,0,3.407406986739878,51700000,1.8731883379279588
5,1,1,5400000,21400000,12,399,4000000,9700000,12400000,6800000,0,3.962962229081069,32900000,1.5373831057297613
0,1,0,1400000,5400000,8,592,4100000,400000,4300000,800000,1,3.8571401020427842,9600000,1.7777774485597317
2,0,0,2500000,8600000,8,835,2500000,4000000,7700000,1300000,1,3.4399986240005505,15500000,1.802325371822631
0,0,1,1600000,5300000,4,733,400000,2100000,5500000,1100000,1,3.312497929688794,9100000,1.7169808081168287
0,0,0,3700000,10600000,20,484,5800000,1300000,13900000,3500000,0,2.8648640905772726,24500000,2.311320536667874
5,0,1,500000,1800000,20,615,500000,700000,1100000,300000,1,3.5999928000144,2600000,1.4444436419757545
3,0,1,5300000,19500000,4,591,13200000,4700000,19800000,7900000,1,3.6792445888217755,45600000,2.33846141854044
0,1,1,2800000,6800000,12,349,4100000,2000000,11100000,1400000,0,2.4285705612247996,18600000,2.735293715397983
1,1,1,9600000,29900000,18,478,18500000,15200000,38200000,9400000,0,3.114583008897603,81300000,2.7190634542119247
4,1,0,2200000,7800000,20,633,0,3900000,8400000,1900000,1,3.5454529338850302,14200000,1.8205125871137708
1,0,1,8400000,30900000,8,378,18600000,1000000,25900000,11100000,0,3.6785709906463104,56600000,1.8317151510771796
1,0,0,2100000,5300000,20,461,1500000,3800000,8100000,1700000,0,2.523808321996037,15100000,2.8490560662158364
2,0,1,2800000,7000000,2,834,500000,2900000,8100000,1300000,1,2.499999107143176,12800000,1.828571167346976
0,0,0,2500000,5800000,20,671,7400000,500000,7500000,2000000,1,2.319999072000371,17400000,2.9999994827587098
3,1,1,1700000,5800000,10,524,4100000,2900000,6600000,800000,0,3.4117626989631185,14400000,2.4827581926278977
3,1,0,6100000,20700000,4,816,14900000,5400000,24200000,5900000,1,3.3934420666488414,50400000,2.43478249107331
3,1,0,4100000,11700000,10,729,6900000,6200000,15400000,2100000,1,2.8536578405712585,30600000,2.615384391847488
5,0,1,4500000,12700000,8,307,11000000,3800000,12600000,2700000,0,2.8222215950618676,30100000,2.370078553537122
2,1,1,5600000,19100000,8,350,2700000,1200000,14200000,4200000,0,3.410713676658272,22300000,1.1675392058879996
3,0,1,5800000,16600000,10,444,13300000,5900000,15000000,8500000,0,2.86206847205716,42700000,2.572289001669337
4,0,0,8600000,26700000,10,895,2200000,8800000,22600000,6900000,1,3.1046508017847905,40500000,1.516853875773263
2,1,0,2900000,10500000,20,708,4200000,600000,7700000,4300000,1,3.6206884066591702,16800000,1.5999998476190622
2,0,1,8300000,17600000,2,355,1000000,700000,28400000,6800000,0,2.120481672231124,36900000,2.0965907899664322
5,0,0,2400000,5100000,6,756,1500000,200000,5300000,3400000,1,2.1249991145837024,10400000,2.0392152864283752
4,1,0,5600000,12000000,4,719,5600000,2900000,14500000,3400000,1,2.14285676020415,26400000,2.199999816666682
1,1,1,9500000,35400000,14,439,400000,1200000,20200000,13500000,0,3.7263153972299583,35300000,0.9971751130741493
4,0,1,4900000,15900000,10,668,10800000,8300000,14900000,2800000,1,3.2448972969597354,36800000,2.3144652632411784
4,0,1,5900000,16500000,2,765,13000000,9400000,20000000,3500000,1,2.7966096954898823,45900000,2.781818013223151
5,1,1,500000,1500000,4,476,200000,200000,1100000,700000,1,2.999994000012,2200000,1.4666656888895406
3,1,0,7000000,21700000,14,781,5400000,8500000,19300000,9600000,1,3.09999955714292,42800000,1.972350139523035
1,0,0,3500000,12700000,4,350,5200000,6800000,12900000,1800000,1,3.628570391837031,26700000,2.1023620391840914
0,1,0,5200000,12200000,16,783,5000000,2000000,11400000,5100000,1,2.346153394970501,23500000,1.9262293503090697
3,1,1,6300000,19900000,12,770,1900000,2400000,15500000,3100000,1,3.158729657344499,22900000,1.1507537110174015
2,0,0,8400000,28300000,10,822,1800000,16000000,33000000,4400000,1,3.3690472179705693,55200000,1.9505299664123688
1,0,1,7500000,22500000,14,469,12300000,9600000,16200000,4500000,0,2.9999996000000535,42600000,1.8933332491851889
2,1,0,3300000,13000000,16,300,5500000,5900000,7400000,3100000,0,3.939392745638562,21900000,1.6846152550295959
2,0,0,8800000,22400000,14,692,21700000,5100000,18600000,10900000,1,2.54545425619838,56300000,2.513392744937824
5,1,0,200000,700000,18,707,0,100000,500000,200000,1,3.4999825000874996,800000,1.142855510206414
5,0,1,8000000,29100000,4,658,10600000,8600000,28800000,4600000,1,3.637499545312557,52600000,1.8075600753415781
3,1,0,1000000,4000000,6,625,700000,100000,2800000,500000,1,3.999996000004,4100000,1.024999743750064
1,1,0,9400000,26700000,10,343,7600000,2500000,28600000,13200000,0,2.8404252297419967,51900000,1.9438201519168483
5,1,0,2100000,7300000,18,358,3700000,3200000,7200000,2200000,0,3.476188820862466,16300000,2.232876406455287
4,1,1,5400000,11500000,20,705,14600000,3800000,13500000,6100000,1,2.1296292352538453,38000000,3.304347538752388
2,1,1,4700000,15100000,8,799,9700000,2500000,10700000,4700000,1,3.2127652738797288,27600000,1.8278144484891095
3,1,0,8800000,33700000,12,397,17300000,16000000,22200000,8800000,0,3.8295450193698843,64300000,1.9080118128186405
5,1,0,3200000,12200000,6,493,7700000,6200000,6700000,2100000,0,3.8124988085941225,22700000,1.8606555851921651
0,1,1,7200000,21900000,4,446,17700000,10900000,24500000,7600000,1,3.0416662442130216,60700000,2.7716893711557367
2,0,1,2500000,7200000,16,315,5500000,3300000,4900000,2800000,0,2.879998848000461,16500000,2.2916663483796738
5,0,1,6900000,15700000,14,887,13800000,5300000,25200000,4500000,1,2.2753619890779726,48800000,3.1082800567974487
5,1,1,5700000,20500000,16,429,2800000,1900000,22400000,3900000,0,3.596490597106913,31000000,1.5121950481856075
4,1,1,5500000,15100000,18,673,10500000,8000000,13900000,7200000,1,2.7454540462810826,39600000,2.6225163826148092
4,0,1,9200000,29100000,10,731,14500000,8300000,35800000,5000000,1,3.1630431344518333,63600000,2.1855669352038856
5,1,1,5700000,11500000,2,732,15800000,3700000,15600000,5300000,1,2.017543505694122,40400000,3.5130431727788545
5,1,1,5000000,16400000,14,525,13000000,9100000,15300000,3300000,0,3.279999344000131,40700000,2.481707165749563
4,0,0,2300000,5500000,6,343,0,4100000,4800000,3200000,0,2.3913033081289963,12100000,2.1999996000000728
0,0,1,3000000,11000000,16,331,8000000,4500000,6600000,2400000,0,3.6666654444448517,21500000,1.9545452768595202
0,0,0,7900000,26200000,18,845,14200000,14700000,27400000,6300000,1,3.316455276398066,62600000,2.389312885904088
2,1,0,2000000,6200000,16,696,4100000,600000,5400000,1300000,1,3.099998450000775,11400000,1.8387093808533257
5,0,0,2700000,8700000,14,772,2200000,2800000,7600000,3700000,1,3.2222210288070263,16300000,1.8735630030387354
3,1,1,6400000,15800000,18,628,6900000,2700000,24800000,5300000,1,2.468749614257873,39700000,2.5126580688191096
0,0,1,8200000,19100000,2,764,22900000,8900000,20500000,4000000,1,2.329268008625853,56300000,2.9476438247306898
1,1,0,2800000,6900000,14,553,400000,4900000,6800000,4200000,1,2.464284834183988,16300000,2.3623184982147105
1,0,0,8900000,20000000,2,653,12700000,600000,17800000,9900000,1,2.247190758742611,41000000,2.049999897500005
1,0,0,5100000,20000000,4,506,7900000,8900000,20300000,6700000,1,3.9215678585161062,43800000,2.1899998905000055
3,1,0,2800000,8500000,20,431,6200000,1700000,7800000,2200000,0,3.0357132015309993,17900000,2.1058821051903407
2,0,1,6100000,12300000,18,697,14100000,9100000,12600000,3500000,1,2.016393112066703,39300000,3.195121691453521
2,0,0,8400000,24500000,6,588,11000000,1300000,22900000,10400000,1,2.9166663194444857,45600000,1.8612244138275749
1,0,0,1600000,5600000,6,846,600000,2800000,4600000,1200000,1,3.499997812501367,9200000,1.6428568494898483
5,1,0,4100000,11000000,14,379,6200000,1700000,8500000,5400000,0,2.682926174896055,21800000,1.981818001652909
1,0,0,300000,700000,10,745,0,0,900000,100000,1,2.3333255555814816,1000000,1.4285693877580175
3,1,0,9600000,34500000,20,523,26100000,2600000,24300000,5300000,0,3.5937496256510806,58300000,1.6898550234824632
4,1,1,8300000,25400000,4,624,22900000,4000000,24800000,5400000,1,3.0602405951517357,57100000,2.2480314075578187
1,1,0,4600000,16700000,16,407,13000000,6000000,9800000,2800000,0,3.6304339933839147,31600000,1.8922154555559607
3,0,1,5600000,11600000,12,756,3300000,1800000,18400000,7800000,1,2.0714282015306784,31300000,2.6982756294589976
3,1,1,4100000,8300000,16,351,6000000,100000,11100000,2200000,0,2.0243897501488415,19400000,2.3373491159820343
3,0,0,3700000,13400000,18,373,2800000,100000,13200000,2500000,0,3.6216206428052318,18600000,1.3880595979060002
4,0,1,800000,2400000,2,461,1300000,1300000,2300000,300000,1,2.9999962500046875,5200000,2.1666657638892652
4,1,0,8100000,28100000,12,672,5600000,9200000,17200000,9500000,1,3.469135374180818,41500000,1.4768682748445454
2,1,1,2700000,9500000,10,434,2700000,1500000,8100000,1800000,0,3.5185172153639943,14100000,1.4842103700831188
2,0,1,7000000,21400000,12,541,3700000,1300000,19800000,9600000,0,3.057142420408226,34400000,1.6074765603982917
3,0,1,8100000,29300000,2,413,8100000,15100000,25500000,6400000,1,3.6172835040390736,55100000,1.8805460109028664
1,1,0,3200000,7600000,4,592,3000000,1400000,8100000,4700000,1,2.374999257812732,17200000,2.2631575969529476
4,0,1,400000,1400000,10,665,300000,300000,1500000,200000,1,3.499991250021875,2300000,1.6428559693885934
1,1,0,7800000,23900000,4,313,2600000,15300000,23000000,10900000,1,3.0641021712689525,51800000,2.167363926051719
0,0,0,5800000,19600000,14,673,8900000,10700000,18000000,7200000,1,3.379309762187972,44800000,2.2857141690962157
0,0,1,2600000,6000000,8,382,1700000,2200000,8200000,1600000,0,2.3076914201186844,13700000,2.283332952777841
5,0,0,5400000,21100000,12,661,15800000,10400000,20100000,5400000,1,3.9074066838135773,51700000,2.4502368506996755
3,1,1,600000,1700000,4,576,400000,100000,2100000,500000,1,2.8333286111189815,3100000,1.823528339100977
1,1,0,600000,1200000,14,443,700000,1000000,2200000,800000,0,1.9999966666722222,4700000,3.9166634027804976
5,1,1,9500000,21700000,16,307,27500000,2700000,28500000,9700000,0,2.2842102858726014,68400000,3.1520735874620467
4,1,1,1900000,4800000,12,656,1500000,1600000,5400000,1700000,1,2.5263144598344947,10200000,2.124999557291759
1,1,1,9800000,21200000,4,885,18000000,16400000,37300000,10800000,1,2.1632650853811137,82500000,3.891509250400507
3,1,0,7800000,16600000,20,896,12400000,10800000,30500000,5500000,1,2.128204855358352,59200000,3.5662648454057324
5,0,0,4900000,14100000,2,802,3300000,7500000,16100000,2700000,1,2.877550433152973,29600000,2.099290631255984
3,1,1,8300000,22700000,2,650,3600000,16000000,18000000,5800000,1,2.7349394295253697,43400000,1.9118941889033396
4,0,1,3900000,8900000,10,665,9300000,4000000,9200000,5300000,1,2.2820506969100776,27800000,3.12359515465223
2,1,0,9000000,35700000,12,339,15200000,8400000,19500000,9000000,0,3.966666225925975,52100000,1.459383712622305
1,0,0,9600000,32400000,20,447,15400000,18400000,19800000,4700000,0,3.3749996484375364,58300000,1.7993826605128809
5,0,1,1000000,2400000,18,613,1600000,1300000,2600000,600000,1,2.3999976000024,6100000,2.54166560763933
5,1,0,2800000,7200000,16,424,900000,5000000,6100000,3200000,0,2.5714276530615523,15200000,2.111110817901275
2,0,0,8300000,20800000,6,667,19300000,4100000,25400000,6800000,1,2.5060237944549644,55600000,2.673076794563616
4,0,1,6900000,18300000,18,715,8200000,600000,15000000,7500000,1,2.6521735286705033,31300000,1.710382420197682
5,0,1,3800000,9100000,18,654,9000000,4000000,10200000,3000000,1,2.394736211911523,26200000,2.879120562734004
2,0,0,8000000,17800000,20,549,2400000,9700000,27400000,10800000,0,2.224999721875035,50300000,2.825842537874015
4,1,1,9800000,29700000,4,373,11100000,5500000,37800000,10000000,1,3.0306119356518435,64400000,2.1683500953417476
0,1,1,2900000,7200000,16,332,3600000,5700000,7600000,3600000,0,2.482757764566288,20500000,2.8472218267747462
4,1,0,7900000,31500000,20,534,12400000,8500000,21600000,6400000,0,3.987341267425156,48900000,1.552380903099019
3,0,0,4600000,17900000,8,396,10700000,4000000,12300000,2600000,0,3.891303501890543,29600000,1.6536311925345704
2,1,0,1000000,3700000,18,892,2200000,800000,3000000,500000,1,3.6999963000037,6500000,1.7567562819577616
5,1,0,9000000,21300000,14,602,3400000,7700000,35400000,11000000,1,2.366666403703733,57500000,2.699530389693409
0,1,1,9400000,36100000,10,615,21200000,3800000,27400000,9100000,1,3.8404251233590294,61500000,1.703601060842076
5,1,1,7400000,23300000,20,482,15700000,3600000,29100000,6800000,0,3.1486482231556456,55200000,2.3690986107683
0,1,0,6600000,20100000,16,397,19200000,7000000,17200000,8400000,0,3.0454540840221083,51800000,2.5771142996460545
0,0,0,1300000,3400000,10,464,1200000,200000,3500000,1400000,0,2.6153826035518435,6300000,1.8529406314880497
0,1,1,1100000,3400000,14,832,3200000,200000,4400000,1600000,1,3.09090628099429,9400000,2.7647050692043913
5,1,0,9200000,34800000,12,802,22000000,11000000,19800000,12500000,1,3.7826082844990996,65300000,1.8764367276885998
2,1,0,7000000,23900000,18,628,13400000,6600000,25200000,7200000,1,3.414285226530682,52400000,2.1924685275117772
4,1,0,5100000,18800000,10,694,6400000,5300000,13500000,4100000,1,3.6862737870051396,29300000,1.5585105553983747
1,0,1,3200000,9300000,20,741,3800000,3500000,6900000,2300000,1,2.9062490917971586,16500000,1.7741933576136175
1,0,1,3700000,10900000,14,748,3700000,2800000,13200000,4100000,1,2.945945149744554,23800000,2.18348603821229
5,1,0,3600000,12800000,4,320,2500000,2900000,12600000,2900000,1,3.555554567901509,20900000,1.6328123724365333
1,1,0,5600000,11700000,10,774,11000000,4300000,13100000,6500000,1,2.089285341199046,34900000,2.9829057279567754
0,0,1,9500000,32000000,2,500,8300000,9700000,24500000,5600000,1,3.368420698060979,48100000,1.5031249530273452
4,0,0,1500000,4000000,18,706,0,2700000,4400000,1700000,1,2.666664888890074,8800000,2.1999994500001376
4,0,0,7400000,18300000,10,601,16400000,12600000,28800000,6100000,1,2.472972638787481,63900000,3.4918030878796125
2,1,0,6000000,17400000,16,806,1800000,2100000,20200000,3500000,1,2.8999995166667474,27600000,1.5862068053904135
0,1,1,3000000,9600000,6,644,3900000,700000,10500000,3000000,1,3.199998933333689,18100000,1.8854164702691176
4,1,1,6000000,12900000,14,723,700000,1600000,13600000,4100000,1,2.149999641666726,20000000,1.550387476714149
5,1,1,600000,1500000,12,509,1600000,100000,1900000,800000,0,2.499995833340278,4400000,2.9333313777790813
0,1,0,1800000,6600000,4,898,2400000,100000,4600000,1400000,1,3.6666646296307612,8500000,1.2878785927456677
2,1,1,5500000,12000000,2,567,7200000,4700000,11500000,7000000,1,2.1818177851240392,30400000,2.5333331222222397
1,1,0,1000000,2100000,6,715,2200000,1000000,2200000,1100000,1,2.0999979000021,6500000,3.0952366213158946
2,0,1,1700000,3500000,10,854,5000000,2400000,3400000,1700000,1,2.058822318339813,12500000,3.5714275510206996
1,1,1,3400000,12300000,8,523,6100000,4700000,8300000,2600000,0,3.6176459948100015,21700000,1.7642274988432929
1,1,1,9600000,35900000,8,534,24500000,17700000,31900000,5400000,0,3.7395829437934434,79500000,2.2144846179809297
0,0,1,2600000,7600000,18,470,700000,700000,5500000,2900000,0,2.9230757988170004,9800000,1.2894735145429586
1,1,0,1600000,3500000,18,619,3200000,100000,6300000,1500000,1,2.1874986328133543,11100000,3.1714276653063815
0,1,1,4300000,12800000,20,572,8600000,2200000,11000000,6100000,1,2.976743493780583,27900000,2.1796873297119275
3,1,0,1400000,3500000,16,365,2600000,2200000,2900000,1600000,0,2.4999982142869897,9300000,2.6571420979594005
0,0,0,8000000,18000000,16,791,13900000,10300000,23400000,10600000,1,2.2499997187500353,58200000,3.2333331537037138
4,0,1,5000000,18100000,12,424,5200000,2000000,14500000,6100000,0,3.619999276000145,27800000,1.535911517352955
5,1,0,4500000,10200000,12,726,2900000,8600000,17500000,4200000,1,2.266666162963075,33200000,3.2549016416763097
1,1,0,3400000,9900000,2,736,3900000,4800000,10600000,4500000,1,2.9117638494812206,23800000,2.4040401612080644
5,1,1,5700000,12800000,14,488,13600000,1000000,13200000,5500000,0,2.2456136411204137,33300000,2.6015622967529457
2,0,1,2600000,7600000,10,400,6800000,2800000,10100000,3200000,0,2.9230757988170004,22900000,3.0131574982687503
0,1,1,4500000,12200000,20,311,11200000,5000000,12700000,2400000,0,2.711110508642109,31300000,2.5655735601988887
2,0,1,5100000,16800000,2,504,6400000,2700000,17100000,4400000,1,3.2941170011535292,30600000,1.8214284630102104
4,0,1,5100000,18600000,20,312,9600000,6000000,16500000,5500000,0,3.6470581084199787,37600000,2.021505267661007
5,1,1,1700000,6500000,14,587,1100000,1000000,6400000,1500000,1,3.823527162631081,10000000,1.5384613017751843
1,0,0,5200000,10500000,20,317,3000000,8000000,19300000,5300000,0,2.0192303809172345,35600000,3.390475867573727
4,0,0,8400000,29000000,2,463,12700000,1100000,20100000,6700000,1,3.4523805413832687,40600000,1.3999999517241395
1,0,1,9000000,34000000,16,842,6300000,16900000,22900000,5800000,1,3.777777358024738,51900000,1.5264705433391017
4,1,1,3400000,11800000,20,616,5000000,3300000,9900000,2900000,1,3.470587214533172,21100000,1.7881354416834372
1,0,0,5400000,19400000,8,800,800000,6100000,19500000,3000000,1,3.592591927297791,29400000,1.5154638394090805
0,1,1,700000,2100000,12,813,200000,1300000,2200000,500000,1,2.9999957142918365,4200000,1.999999047619501
2,1,0,7600000,24800000,12,564,14000000,6200000,24700000,6700000,1,3.2631574653740176,51600000,2.080645077393344
2,0,0,5000000,14700000,12,837,2200000,7200000,11700000,4800000,1,2.9399994120001174,25900000,1.7619046420473032
5,0,1,2500000,9400000,16,735,0,2200000,9500000,1700000,1,3.7599984960006014,13400000,1.4255317632413018
4,0,1,2000000,5200000,16,724,5200000,3800000,4600000,2800000,1,2.59999870000065,16400000,3.1538455473373945
5,0,0,9000000,23900000,12,658,5700000,4600000,32100000,6100000,1,2.65555526049386,48500000,2.029288618021397
5,1,0,8300000,31800000,16,858,24600000,11100000,26300000,8500000,1,3.831324839599417,70500000,2.216981062359086
0,0,1,3100000,8500000,8,614,1700000,4600000,11000000,3300000,1,2.7419345993759356,20600000,2.4235291266436323
2,1,1,8500000,25600000,16,714,11400000,14800000,17200000,5700000,1,3.0117643515571353,49100000,1.9179686750793485
2,1,1,1200000,4600000,20,605,3600000,1500000,4600000,600000,1,3.833330138891551,10300000,2.2391299480152287
4,1,1,2800000,5500000,8,875,6900000,4000000,6000000,3300000,1,1.9642850127553526,20200000,3.672726604958799
5,1,1,2800000,10900000,6,359,5000000,3300000,7600000,3000000,0,3.892855752551517,18900000,1.7339447950509361
5,1,1,6500000,24100000,6,441,14100000,9600000,15300000,5200000,0,3.707691737278194,44200000,1.8340248201649452
4,1,0,8700000,25200000,18,790,25000000,9100000,18400000,8400000,1,2.8965513912009895,60900000,2.4166665707671995
1,0,1,5400000,13600000,4,821,11600000,8700000,19900000,5600000,1,2.5185180521262867,45800000,3.3676468112024405
2,0,0,8600000,33300000,16,375,19600000,11200000,25500000,11200000,0,3.8720925730124915,67500000,2.027026966155346
3,1,0,4700000,9600000,10,545,5200000,7200000,12000000,5300000,0,2.0425527569036688,29700000,3.0937496777344085
5,0,1,1100000,3900000,4,891,1100000,200000,3400000,900000,1,3.5454513223169797,5600000,1.4358970677187006
0,1,0,6400000,14000000,8,486,5100000,12700000,23900000,3700000,0,2.1874996582031785,45400000,3.2428569112245063
0,1,0,4300000,9900000,4,696,12400000,2100000,17000000,2100000,1,2.3023250459709197,33600000,3.3939390511172673
5,0,1,2900000,11100000,4,683,1700000,3900000,9400000,3300000,1,3.827584887039694,18300000,1.6486485001217568
5,0,0,9600000,27100000,8,594,25500000,4600000,26800000,13300000,1,2.8229163726128776,70200000,2.59040580847211
3,0,1,900000,2500000,20,529,900000,300000,3200000,700000,0,2.777774691361454,5100000,2.0399991840003264
5,0,0,8100000,26300000,4,429,3600000,8500000,22200000,6900000,1,3.2469131793934345,41200000,1.5665398643901192
0,0,1,8800000,25000000,4,400,11300000,4000000,23600000,9400000,0,2.840908768078549,48300000,1.931999922720003
0,1,0,8800000,17500000,4,848,25400000,8200000,31600000,5100000,1,1.9886361376549844,70300000,4.01714262759185
1,0,0,6400000,21500000,6,489,1600000,4600000,17600000,8900000,0,3.3593744750977383,32700000,1.5209301618172018
2,1,0,2900000,6600000,10,326,8600000,2200000,7400000,3400000,0,2.275861284185764,21600000,3.2727267768595794
5,1,0,1600000,6100000,8,663,3900000,800000,6400000,1200000,1,3.8124976171889893,12300000,2.016393112066703
1,0,0,1600000,5100000,18,729,2500000,2000000,6200000,900000,1,3.187498007813745,11600000,2.2745093579393414
2,1,1,3100000,10700000,4,398,3100000,3000000,7400000,2000000,1,3.4516117898026484,15500000,1.4485979954581312
2,0,1,5600000,16700000,14,856,400000,10200000,14700000,5200000,1,2.982142324617442,30500000,1.826347196027114
3,1,1,8100000,19900000,20,347,22800000,14400000,29800000,5500000,0,2.456789820149405,72500000,3.643215897325834
3,0,0,9100000,19300000,12,696,26200000,7700000,30100000,13300000,1,2.1208788878155067,77300000,4.00518113962792
0,1,1,5500000,17100000,8,353,400000,200000,17100000,5200000,0,3.1090903438017556,22900000,1.339181208235017
1,1,1,9700000,34300000,20,756,15700000,18500000,26800000,14100000,1,3.5360821096822566,75100000,2.1895043093438975
4,1,0,2300000,5400000,16,490,6200000,3700000,5500000,2100000,0,2.347825066163015,17500000,3.2407401406036778
1,0,1,5600000,18000000,10,531,6500000,9000000,19800000,8400000,0,3.214285140306225,43700000,2.427777642901242
2,0,1,4500000,16600000,4,679,10300000,3100000,11700000,5000000,1,3.6888880691359844,30100000,1.8132529028160902
1,1,1,500000,1800000,8,877,100000,200000,1100000,600000,1,3.5999928000144,2000000,1.1111104938275034
0,1,0,4200000,11000000,20,817,6700000,2400000,11700000,6100000,1,2.619046995465001,26900000,2.445454323140516
1,0,0,9100000,23300000,18,792,800000,12600000,32100000,12400000,1,2.5604392790726065,57900000,2.484978434121097
4,1,1,3200000,12800000,18,664,6300000,3400000,7600000,2100000,1,3.999998750000391,19400000,1.515624881591806
4,1,1,6200000,21300000,16,882,11800000,3500000,12900000,4100000,1,3.4354833168575296,32300000,1.5164318536886454
3,0,1,2500000,7700000,10,768,4500000,400000,8000000,2600000,1,3.0799987680004928,15500000,2.0129867515601623
0,1,0,9100000,27100000,12,787,24300000,2900000,34800000,9500000,1,2.9780216507668515,71500000,2.6383762864067792
3,1,1,500000,900000,12,538,0,700000,1500000,300000,0,1.7999964000072,2500000,2.777774691361454
4,0,0,6900000,18000000,8,347,16400000,9300000,18300000,8700000,0,2.6086952741021343,52700000,2.927777615123466
0,1,1,1800000,5200000,16,317,4900000,1500000,4000000,1300000,0,2.888887283951509,11700000,2.2499995673077757
0,1,1,4000000,14500000,2,713,6200000,4900000,12200000,4700000,1,3.6249990937502266,28000000,1.931034349583838
1,0,0,3900000,12300000,10,683,1000000,700000,11700000,2400000,1,3.15384534516786,15800000,1.284552741093273
2,0,1,8000000,28100000,18,765,24000000,10500000,17700000,8200000,1,3.5124995609375547,60400000,2.1494661156773622
5,1,0,900000,3200000,10,803,1600000,1700000,2300000,800000,1,3.555551604942661,6400000,1.9999993750001954
0,1,1,8200000,29700000,6,405,3900000,800000,23900000,5700000,0,3.6219507778108806,34300000,1.1548821159972351
5,1,0,2300000,4900000,4,529,6200000,3900000,9200000,2000000,0,2.130433856333106,21300000,4.3469378883800225
5,1,1,6900000,19400000,6,801,10100000,9400000,17000000,5500000,1,2.811593795421189,42000000,2.164948342012972
3,0,0,8800000,30700000,12,707,15000000,100000,32800000,8000000,1,3.4886359672004583,55900000,1.820846846226487
1,1,0,2600000,7200000,8,349,5900000,1400000,9400000,3000000,0,2.7692297041424214,19700000,2.736110731095732
1,1,0,3700000,8700000,20,885,6200000,3500000,10900000,2600000,1,2.351350715851158,23200000,2.666666360153292
2,1,1,6200000,23800000,4,489,2900000,7500000,21300000,3300000,1,3.8387090582727326,35000000,1.4705881735046986
3,1,1,1000000,2600000,6,341,2900000,1700000,3600000,1100000,0,2.5999974000026,9300000,3.576921701183961
1,0,0,6000000,20000000,12,637,10800000,4300000,20000000,8600000,1,3.3333327777778705,43700000,2.1849998907500057
1,0,1,9100000,31400000,4,304,14100000,16700000,30200000,9600000,1,3.450549071368234,70600000,2.2484075717067653
1,1,0,1700000,6700000,16,537,4300000,2900000,3500000,1100000,0,3.9411741522504986,11800000,1.761193766986005
5,0,1,1700000,4600000,12,503,900000,2200000,4800000,1200000,0,2.705880761246611,9100000,1.9782604395086
1,1,0,7100000,14300000,12,720,4600000,500000,27300000,8400000,1,2.0140842233684193,40800000,2.853146653626108
5,1,0,9400000,36800000,10,509,20700000,7400000,22400000,6300000,0,3.9148932005432764,56800000,1.5434782189272223
5,0,0,6200000,16400000,6,360,900000,7200000,22400000,6300000,0,2.645160863683732,36800000,2.243902302201079
1,1,0,8300000,31800000,16,818,23400000,7400000,32200000,8500000,1,3.831324839599417,71500000,2.2484276022507044
1,1,1,8900000,21200000,8,716,5400000,9200000,23800000,7900000,1,2.382022204267168,46300000,2.18396216113386
1,1,1,6500000,14800000,12,360,3500000,2100000,15000000,7300000,0,2.276922726627273,27900000,1.8851350077611482
3,1,1,8100000,26700000,10,895,5100000,9800000,17100000,9900000,1,3.2962958893461867,41900000,1.5692883307382648
